,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
926,b0428,USA300HOU_RS05570,34.066,273,170,6,3,269,16,284,2.01e-41,142.0,296,0.9222972972972973,<=>
928,b0430,USA300HOU_RS05270,41.919,198,112,2,6,202,1,196,2.97e-50,158.0,204,0.9705882352941176,<=>
929,b0431,USA300HOU_RS05275,50.72,625,298,6,29,649,28,646,0.0,617.0,663,0.942684766214178,<=>
931,b0436,USA300HOU_RS08870,32.282,412,261,4,1,397,1,409,6.409999999999998e-63,206.0,432,0.9537037037037037,<=>
932,b0437,USA300HOU_RS04165,65.263,190,66,0,14,203,1,190,2.4899999999999996e-96,275.0,207,0.9178743961352657,<=>
935,b0438,USA300HOU_RS08865,61.0,400,150,4,13,411,11,405,1.8699999999999993e-177,498.0,424,0.9433962264150944,<=>
944,b0440,USA300HOU_RS07535,61.798,89,34,0,1,89,1,89,2.7400000000000002e-36,114.0,90,0.9888888888888889,<=>
946,b0444,USA300HOU_RS03845,56.943999999999996,216,89,2,2,217,8,219,3.6999999999999996e-91,264.0,231,0.935064935064935,<=>
1078,b0451,USA300HOU_RS11000,40.199,403,229,6,31,426,5,402,9.389999999999998e-78,244.0,428,0.9415887850467289,<=>
1088,b0464,USA300HOU_RS13955,24.444000000000003,180,103,8,12,183,14,168,3.21e-05,39.7,215,0.8372093023255814,<=>
1090,b0468,USA300HOU_RS00885,34.921,126,78,1,3,124,2,127,2.73e-22,81.6,125,1.008,<=>
1091,b0469,USA300HOU_RS08700,52.43899999999999,164,78,0,11,174,3,166,4.06e-59,179.0,183,0.8961748633879781,<=>
1096,b0471,USA300HOU_RS02420,37.864000000000004,103,63,1,1,102,1,103,2.16e-10,50.1,109,0.944954128440367,<=>
1097,b0472,USA300HOU_RS02425,41.57899999999999,190,110,1,7,196,7,195,1.23e-53,166.0,201,0.945273631840796,<=>
1098,b0474,USA300HOU_RS12070,47.926,217,104,2,1,213,1,212,1.2199999999999998e-67,203.0,214,1.014018691588785,<=>
1108,b0481,USA300HOU_RS03765,35.714,154,96,3,2,155,7,157,8.750000000000001e-27,95.5,159,0.9685534591194969,<=>
1110,b0484,USA300HOU_RS13880,38.425,851,453,15,1,833,1,798,1.8999999999999993e-178,530.0,834,1.0203836930455636,<=>
1123,b0490,USA300HOU_RS13310,40.488,205,120,2,7,210,2,205,1.25e-49,158.0,225,0.9111111111111111,<=>
1193,b0491,USA300HOU_RS13305,46.693999999999996,242,128,1,19,259,14,255,8.409999999999997e-75,225.0,259,0.9343629343629344,<=>
1287,b0512,USA300HOU_RS06035,29.33,433,288,8,6,434,3,421,5.09e-53,180.0,453,0.9558498896247241,<=>
1297,b0522,USA300HOU_RS05305,29.261,352,219,8,11,334,19,368,1.79e-44,153.0,355,0.9915492957746479,<=>
1298,b0523,USA300HOU_RS05300,50.993,151,74,0,9,159,2,152,7.62e-40,129.0,169,0.893491124260355,<=>
1299,b0525,USA300HOU_RS04730,32.804,189,92,8,2,164,18,197,3.63e-21,82.0,164,1.1524390243902438,<=>
1300,b0526,USA300HOU_RS02790,43.523999999999994,471,249,4,1,460,1,465,4.029999999999999e-139,404.0,461,1.0216919739696313,<=>
1307,b0529,USA300HOU_RS05295,47.122,278,146,1,1,278,1,277,5.919999999999999e-87,258.0,288,0.9652777777777778,<=>
1363,b0578,USA300HOU_RS13680,31.22,205,107,9,10,197,15,202,1.78e-16,71.6,217,0.9447004608294931,<=>
1371,b0588,USA300HOU_RS03500,50.198,253,126,0,7,259,3,255,1.2199999999999997e-95,278.0,271,0.933579335793358,<=>
1440,b0589,USA300HOU_RS00590,33.574,277,172,4,59,328,60,331,8.279999999999999e-43,147.0,330,0.8393939393939394,<=>
1449,b0590,USA300HOU_RS03505,38.006,321,189,4,15,331,18,332,3.9199999999999997e-54,177.0,334,0.9610778443113772,<=>
1496,b0605,USA300HOU_RS02020,64.55,189,65,1,1,187,1,189,3.6099999999999986e-91,261.0,187,1.0106951871657754,<=>
1498,b0606,USA300HOU_RS02015,54.111000000000004,523,217,7,1,517,1,506,0.0,550.0,521,1.0038387715930903,<=>
1504,b0607,USA300HOU_RS09070,28.081999999999997,146,94,7,2,142,4,143,1.06e-05,39.3,142,1.028169014084507,<=>
1511,b0612,USA300HOU_RS14620,37.668,446,258,4,27,471,28,454,4.0899999999999994e-96,295.0,487,0.9158110882956879,<=>
1528,b0624,USA300HOU_RS09470,38.053000000000004,113,48,7,1,106,1,98,7.32e-12,54.7,127,0.889763779527559,<=>
1530,b0628,USA300HOU_RS04580,51.903,289,136,3,27,314,1,287,1.3e-102,300.0,321,0.9003115264797508,<=>
1539,b0636,USA300HOU_RS00130,30.818,159,105,3,1,154,1,159,4.79e-23,85.9,155,1.0258064516129033,<=>
1540,b0637,USA300HOU_RS08485,36.538000000000004,104,66,0,1,104,1,104,1.7799999999999998e-22,81.3,105,0.9904761904761905,<=>
1541,b0638,USA300HOU_RS04335,26.633000000000003,199,113,7,3,183,5,188,4e-12,58.9,203,0.9802955665024631,<=>
1544,b0639,USA300HOU_RS08495,26.761,213,129,5,1,212,1,187,7.07e-21,82.8,213,1.0,<=>
1545,b0642,USA300HOU_RS09335,40.835,862,440,11,5,858,4,803,0.0,636.0,860,1.0023255813953489,<=>
1551,b0651,USA300HOU_RS01260,45.367,313,165,5,1,310,1,310,2.5199999999999994e-83,250.0,311,1.0064308681672025,<=>
1635,b0660,USA300HOU_RS08380,46.302,311,147,4,20,322,15,313,1.0099999999999999e-89,268.0,346,0.8988439306358381,<=>
1636,b0661,USA300HOU_RS06510,41.083999999999996,443,255,5,7,446,72,511,4.269999999999999e-122,363.0,474,0.9345991561181435,<=>
1641,b0675,USA300HOU_RS04600,31.451999999999998,248,165,3,4,246,5,252,3.0299999999999995e-38,130.0,250,0.992,<=>
1645,b0677,USA300HOU_RS03790,28.756,386,258,5,4,376,6,387,3.0999999999999995e-45,156.0,382,1.0104712041884816,<=>
1646,b0678,USA300HOU_RS02985,32.376999999999995,244,158,4,1,243,1,238,6.6399999999999995e-40,135.0,266,0.9172932330827067,<=>
1648,b0679,USA300HOU_RS01000,39.403,670,338,15,2,621,4,655,4.679999999999999e-147,439.0,648,1.0339506172839505,<=>
1658,b0683,USA300HOU_RS08010,34.109,129,82,1,8,133,12,140,1.5799999999999998e-22,84.0,148,0.8716216216216216,<=>
1663,b0688,USA300HOU_RS13500,22.787,531,335,21,37,522,89,589,2.04e-11,62.8,546,0.9725274725274725,<=>
1686,b0695,USA300HOU_RS11225,26.19,882,602,16,22,875,13,873,1.5199999999999998e-110,357.0,894,0.9865771812080537,<=>
1694,b0696,USA300HOU_RS11205,36.548,197,107,4,1,190,1,186,7.01e-37,123.0,190,1.0368421052631578,<=>
1695,b0697,USA300HOU_RS11210,54.911,672,291,5,9,676,8,671,0.0,675.0,682,0.9853372434017595,<=>
1698,b0698,USA300HOU_RS11215,42.638999999999996,523,292,5,40,557,37,556,2.2599999999999994e-132,394.0,557,0.9389587073608617,<=>
1699,b0708,USA300HOU_RS03735,33.584,399,239,9,81,467,71,455,2.3199999999999995e-66,216.0,472,0.8453389830508474,<=>
1700,b0709,USA300HOU_RS03930,29.524,420,266,12,7,405,22,432,5.970000000000001e-43,155.0,493,0.8519269776876268,<=>
1702,b0711,USA300HOU_RS08570,36.538000000000004,208,127,3,8,210,5,212,7.34e-46,149.0,218,0.9541284403669725,<=>
1704,b0712,USA300HOU_RS08565,33.225,307,196,3,2,302,3,306,1.94e-55,179.0,310,0.9903225806451613,<=>
1706,b0713,USA300HOU_RS08550,45.714,245,128,1,1,240,1,245,2.9599999999999997e-79,235.0,244,1.0040983606557377,<=>
1708,b0715,USA300HOU_RS08820,23.58,352,252,10,8,347,10,356,7.7e-16,73.9,348,1.0114942528735633,<=>
1712,b0726,USA300HOU_RS07210,38.918,943,518,16,17,930,16,929,0.0,644.0,933,1.0107181136120043,<=>
1713,b0727,USA300HOU_RS07205,44.288999999999994,429,200,8,5,404,3,421,1.8899999999999993e-116,342.0,405,1.0592592592592593,<=>
1716,b0728,USA300HOU_RS06265,50.518,386,191,0,1,386,1,386,1.3299999999999998e-143,410.0,388,0.9948453608247423,<=>
1717,b0729,USA300HOU_RS06270,65.141,284,99,0,1,284,1,284,3.249999999999999e-131,371.0,289,0.9826989619377162,<=>
1725,b0731,USA300HOU_RS03780,33.229,641,390,10,21,633,1,631,9.229999999999997e-102,321.0,658,0.9741641337386018,<=>
1732,b0752,USA300HOU_RS11585,43.056000000000004,288,156,6,16,298,18,302,4.03e-68,212.0,313,0.9201277955271565,<=>
1735,b0755,USA300HOU_RS13070,47.788000000000004,226,118,0,5,230,3,228,1.1899999999999998e-78,233.0,250,0.904,<=>
1737,b0756,USA300HOU_RS12655,26.361,349,211,12,13,342,10,331,1.1700000000000001e-26,104.0,346,1.0086705202312138,<=>
1738,b0759,USA300HOU_RS00675,31.721999999999998,331,198,12,2,329,6,311,2.9999999999999996e-39,138.0,338,0.9792899408284024,<=>
1743,b0760,USA300HOU_RS14570,26.64,503,284,21,16,460,20,495,2.96e-23,99.4,490,1.026530612244898,<=>
1857,b0763,USA300HOU_RS12340,36.364000000000004,242,126,9,24,254,34,258,1.5099999999999999e-30,111.0,257,0.9416342412451362,<=>
1858,b0764,USA300HOU_RS12335,34.466,206,134,1,6,211,2,206,2.2499999999999998e-36,124.0,229,0.8995633187772926,<=>
1957,b0775,USA300HOU_RS13125,32.248000000000005,307,200,6,6,310,15,315,3.44e-54,177.0,346,0.8872832369942196,<=>
1963,b0779,USA300HOU_RS04105,58.371,663,266,2,4,666,6,658,0.0,792.0,673,0.9851411589895989,<=>
1970,b0781,USA300HOU_RS12285,33.043,345,210,8,1,329,1,340,8.969999999999999e-56,181.0,329,1.0486322188449848,<=>
1971,b0782,USA300HOU_RS12320,43.919,148,79,3,12,156,14,160,1.06e-36,121.0,170,0.8705882352941177,<=>
1972,b0783,USA300HOU_RS12315,51.22,164,75,2,1,160,1,163,2.76e-43,137.0,161,1.0186335403726707,<=>
1973,b0784,USA300HOU_RS12295,25.581,86,49,3,2,81,1,77,7.94e-05,33.9,81,1.0617283950617284,<=>
1974,b0785,USA300HOU_RS12300,36.09,133,85,0,17,149,14,146,4.56e-25,90.5,150,0.8866666666666667,<=>
2189,b0812,USA300HOU_RS11550,25.0,148,99,4,24,164,2,144,1.67e-10,52.8,167,0.8862275449101796,<=>
2191,b0820,USA300HOU_RS07090,45.403,533,285,3,1,529,1,531,3.179999999999999e-174,499.0,530,1.0056603773584907,<=>
2317,b0825,USA300HOU_RS09455,26.340999999999998,205,136,8,1,194,6,206,2.65e-05,40.0,220,0.9318181818181818,<=>
2321,b0829,USA300HOU_RS01050,43.672,561,280,5,10,569,2,527,1.5299999999999995e-154,452.0,623,0.9004815409309791,<=>
2436,b0830,USA300HOU_RS01220,25.247,507,330,17,10,501,6,478,1.28e-33,129.0,512,0.990234375,<=>
2466,b0844,USA300HOU_RS13690,36.704,267,161,7,3,264,2,265,6.1e-52,167.0,271,0.985239852398524,<=>
2472,b0851,USA300HOU_RS02025,36.585,246,142,5,7,240,8,251,5.209999999999999e-54,171.0,240,1.025,<=>
2546,b0856,USA300HOU_RS05490,30.182,275,167,7,25,298,1,251,1.95e-38,133.0,317,0.8675078864353313,<=>
2632,b0871,USA300HOU_RS13770,32.79,552,369,2,9,558,10,561,2.3499999999999998e-112,343.0,572,0.965034965034965,<=>
2717,b0884,USA300HOU_RS12065,69.444,72,22,0,1,72,1,72,1.3200000000000001e-36,114.0,72,1.0,<=>
2718,b0886,USA300HOU_RS03705,29.663,563,366,11,18,571,13,554,2.06e-67,225.0,573,0.9825479930191972,<=>
2785,b0887,USA300HOU_RS03700,27.866,567,378,7,7,573,2,537,1.0699999999999997e-65,220.0,588,0.9642857142857143,<=>
2849,b0888,USA300HOU_RS04135,41.853,313,169,5,9,319,8,309,1.33e-71,221.0,321,0.9750778816199377,<=>
2860,b0892,USA300HOU_RS08660,36.543,405,251,3,14,418,4,402,2.3699999999999997e-86,267.0,447,0.9060402684563759,<=>
2866,b0893,USA300HOU_RS00045,52.347,426,195,3,1,425,1,419,5.269999999999998e-153,437.0,430,0.9906976744186047,<=>
2878,b0902,USA300HOU_RS01155,47.458,236,111,3,5,231,4,235,2.0699999999999998e-70,213.0,246,0.959349593495935,<=>
2880,b0903,USA300HOU_RS01150,66.184,760,246,3,1,760,1,749,0.0,1073.0,760,1.0,<=>
2881,b0904,USA300HOU_RS01620,27.985,268,157,10,28,285,27,268,1.35e-14,68.6,285,0.9403508771929825,<=>
2883,b0908,USA300HOU_RS07490,28.169,426,272,12,14,420,15,425,3.6899999999999996e-36,134.0,427,0.9976580796252927,<=>
2884,b0910,USA300HOU_RS07570,39.352,216,126,3,8,222,6,217,2.9999999999999997e-44,144.0,227,0.9515418502202643,<=>
2900,b0914,USA300HOU_RS10125,35.827,508,323,2,74,579,70,576,2.0299999999999995e-110,338.0,582,0.872852233676976,<=>
2968,b0927,USA300HOU_RS08250,36.493,211,123,7,4,209,2,206,3.73e-39,130.0,215,0.9813953488372092,<=>
2974,b0930,USA300HOU_RS07440,37.856,457,240,14,9,459,5,423,6.169999999999998e-96,292.0,466,0.98068669527897,<=>
3049,b0934,USA300HOU_RS00920,33.043,230,154,0,22,251,20,249,6.059999999999999e-38,130.0,263,0.8745247148288974,<=>
3058,b0945,USA300HOU_RS14040,37.278,338,195,6,3,332,2,330,8.869999999999998e-70,218.0,336,1.005952380952381,<=>
3183,b0967,USA300HOU_RS05385,26.854,391,278,5,6,395,5,388,1.39e-41,147.0,396,0.9873737373737373,<=>
3185,b0968,USA300HOU_RS07155,38.272,81,49,1,10,90,8,87,6.98e-14,58.2,92,0.8804347826086957,<=>
3233,b1013,USA300HOU_RS14475,24.211,190,114,7,20,193,2,177,5.24e-07,44.7,212,0.8962264150943396,<=>
3240,b1015,USA300HOU_RS10330,50.202,494,220,8,9,488,20,501,3.11e-154,446.0,502,0.9840637450199203,<=>
3243,b1019,USA300HOU_RS01825,33.255,427,257,15,2,421,3,408,2.3399999999999997e-67,216.0,423,1.0094562647754137,<=>
3245,b1022,USA300HOU_RS14480,39.614000000000004,414,232,5,32,437,5,408,3.5899999999999993e-116,343.0,441,0.9387755102040817,<=>
3266,b1053,USA300HOU_RS00620,28.198,383,263,5,12,387,7,384,8.329999999999999e-33,124.0,408,0.9387254901960784,<=>
3272,b1055,USA300HOU_RS14595,32.292,288,186,6,26,309,5,287,1.4999999999999998e-42,147.0,350,0.8228571428571428,<=>
3278,b1065,USA300HOU_RS09340,20.904,354,267,7,13,358,8,356,8.470000000000001e-12,62.4,402,0.8805970149253731,<=>
3290,b1090,USA300HOU_RS06175,35.258,329,202,2,4,332,2,319,9.27e-65,205.0,356,0.9241573033707865,<=>
3291,b1091,USA300HOU_RS04875,40.251999999999995,318,182,2,1,317,1,311,1.9999999999999998e-84,253.0,317,1.003154574132492,<=>
3293,b1092,USA300HOU_RS06180,40.138000000000005,289,169,2,1,288,1,286,8.24e-77,233.0,309,0.9352750809061489,<=>
3294,b1093,USA300HOU_RS06185,55.372,242,104,2,6,243,3,244,4.259999999999999e-91,265.0,244,0.9918032786885246,<=>
3302,b1094,USA300HOU_RS06195,63.768,69,25,0,6,74,5,73,5.21e-25,85.1,78,0.8846153846153846,<=>
3303,b1095,USA300HOU_RS04880,51.463,410,197,2,4,413,5,412,7.0999999999999976e-152,432.0,413,0.9927360774818402,<=>
3306,b1098,USA300HOU_RS02455,32.701,211,133,5,3,211,2,205,1.1799999999999999e-30,108.0,213,0.9906103286384976,<=>
3309,b1100,USA300HOU_RS02510,36.923,260,158,3,2,258,1,257,4.05e-54,172.0,265,0.9811320754716981,<=>
3319,b1109,USA300HOU_RS04665,27.531999999999996,385,255,9,1,379,1,367,2.06e-37,137.0,434,0.8870967741935484,<=>
3325,b1114,USA300HOU_RS02580,36.389,1091,658,16,18,1088,27,1101,0.0,690.0,1148,0.9503484320557491,<=>
3399,b1119,USA300HOU_RS08260,29.245,318,191,8,6,299,9,316,1.07e-17,78.6,303,1.0495049504950495,<=>
3402,b1123,USA300HOU_RS05500,38.71,341,196,3,1,331,1,338,1.2199999999999997e-79,244.0,348,0.9798850574712644,<=>
